Дата;Регион;Значение
2019-04-01;Амурская область;47.00
2019-04-01;Архангельская область;55.10
2019-04-01;Астраханская область;42.90
2019-04-01;Белгородская область;43.20
2019-04-01;Брянская область;38.20
2019-04-01;Владимирская область;43.30
2019-04-01;Волгоградская область;45.20
2019-04-01;Вологодская область;51.80
2019-04-01;Воронежская область;46.90
2019-04-01;Еврейская автономная область;49.60
2019-04-01;Забайкальский край;47.70
2019-04-01;Ивановская область;39.50
2019-04-01;Иркутская область;50.40
2019-04-01;Кабардино-Балкарская Республика;23.00
2019-04-01;Калининградская область;51.80
2019-04-01;Калужская область;43.60
2019-04-01;Камчатский край;54.20
2019-04-01;Кемеровская область;47.80
2019-04-01;Кировская область;51.30
2019-04-01;Костромская область;44.90
2019-04-01;Краснодарский край;43.00
2019-04-01;Красноярский край;46.20
2019-04-01;Курганская область;46.70
2019-04-01;Курская область;41.60
2019-04-01;Липецкая область;42.90
2019-04-01;Магаданская область;50.40
2019-04-01;Мордовия;37.30
2019-04-01;Москва;50.80
2019-04-01;Мурманская область;57.50
2019-04-01;Нижегородская область;47.80
2019-04-01;Новгородская область;51.70
2019-04-01;Новосибирская область;45.30
2019-04-01;Омская область;46.20
2019-04-01;Оренбургская область;42.70
2019-04-01;Орловская область;45.80
2019-04-01;Пензенская область;43.10
2019-04-01;Пермский край;51.30
2019-04-01;Приморский край;43.80
2019-04-01;Псковская область;47.70
2019-04-01;Республика Башкортостан;48.10
2019-04-01;Республика Бурятия;50.00
2019-04-01;Республика Дагестан;16.40
2019-04-01;Республика Ингушетия;11.80
2019-04-01;Республика Калмыкия;39.40
2019-04-01;Республика Карачаево-Черкессия;26.40
2019-04-01;Республика Карелия;57.50
2019-04-01;Республика Коми;56.40
2019-04-01;Республика Марий Эл;45.30
2019-04-01;Республика Саха (Якутия);50.70
2019-04-01;Республика Северная Осетия-Алания;25.30
2019-04-01;Республика Татарстан;46.50
2019-04-01;Республика Тыва;41.20
2019-04-01;Республика Хакасия;40.40
2019-04-01;Ростовская область;42.50
2019-04-01;Рязанская область;39.90
2019-04-01;Самарская область;47.90
2019-04-01;Санкт-Петербург;53.00
2019-04-01;Саратовская область;44.10
2019-04-01;Сахалинская область;52.80
2019-04-01;Свердловская область;51.10
2019-04-01;Смоленская область;42.20
2019-04-01;Ставропольский край;38.90
2019-04-01;Тамбовская область;37.60
2019-04-01;Тверская область;45.30
2019-04-01;Томская область;53.30
2019-04-01;Тульская область;43.60
2019-04-01;Тюменская область;54.40
2019-04-01;Удмуртская Республика;49.70
2019-04-01;Ульяновская область;40.30
2019-04-01;Хабаровский край;51.60
2019-04-01;Ханты-Мансийский АО - Югра;49.30
2019-04-01;Челябинская область;44.20
2019-04-01;Чеченская Республика;11.30
2019-04-01;Чувашская Республика;42.60
2019-04-01;Чукотский АО;52.00
2019-04-01;Ямало-Ненецкий АО;50.60
2019-04-01;Ярославская область;48.50
2019-05-01;Россия;48.70
2019-05-01;Адыгея;36.90
2019-05-01;Алтай;48.60
2019-05-01;Алтайский край;46.50
2019-05-01;Амурская область;48.10
2019-05-01;Архангельская область;56.10
2019-05-01;Астраханская область;44.80
2019-05-01;Белгородская область;44.60
2019-05-01;Брянская область;38.80
2019-05-01;Владимирская область;45.70
2019-05-01;Волгоградская область;46.80
2019-05-01;Вологодская область;53.30
2019-05-01;Воронежская область;48.40
2019-05-01;Еврейская автономная область;50.00
2019-05-01;Забайкальский край;49.00
2019-05-01;Ивановская область;41.00
2019-05-01;Иркутская область;51.00
2019-05-01;Кабардино-Балкарская Республика;22.60
2019-05-01;Калининградская область;53.30
2019-05-01;Калужская область;45.40
2019-05-01;Камчатский край;53.80
2019-05-01;Кемеровская область;48.90
2019-05-01;Кировская область;52.80
2019-05-01;Костромская область;46.30
2019-05-01;Краснодарский край;43.80
2019-05-01;Красноярский край;47.30
2019-05-01;Курганская область;48.30
2019-05-01;Курская область;42.80
2019-05-01;Липецкая область;44.60
2019-05-01;Магаданская область;50.40
2019-05-01;Мордовия;39.30
2019-05-01;Москва;52.40
2019-05-01;Мурманская область;57.70
2019-05-01;Нижегородская область;49.60
2019-05-01;Новгородская область;52.90
2019-05-01;Новосибирская область;45.70
2019-05-01;Омская область;46.50
2019-05-01;Оренбургская область;43.10
2019-05-01;Орловская область;46.90
2019-05-01;Пензенская область;43.80
2019-05-01;Пермский край;53.20
2019-05-01;Приморский край;44.40
2019-05-01;Псковская область;48.70
2019-05-01;Республика Башкортостан;48.80
2019-05-01;Республика Бурятия;51.60
2019-05-01;Республика Дагестан;15.50
2019-05-01;Республика Ингушетия;10.00
2019-05-01;Республика Калмыкия;40.20
2019-05-01;Республика Карачаево-Черкессия;27.00
2019-05-01;Республика Карелия;58.80
2019-05-01;Республика Коми;57.20
2019-05-01;Республика Марий Эл;46.10
2019-05-01;Республика Саха (Якутия);51.10
2019-05-01;Республика Северная Осетия-Алания;26.30
2019-05-01;Республика Татарстан;46.70
2019-05-01;Республика Тыва;42.30
2019-05-01;Республика Хакасия;41.50
2019-05-01;Ростовская область;43.20
2019-05-01;Рязанская область;41.50
2019-05-01;Самарская область;48.70
2019-05-01;Санкт-Петербург;54.00
2019-05-01;Саратовская область;46.30
2019-05-01;Сахалинская область;53.00
2019-05-01;Свердловская область;52.20
2019-05-01;Смоленская область;43.50
2019-05-01;Ставропольский край;39.50
2019-05-01;Тамбовская область;38.20
2019-05-01;Тверская область;47.00
2019-05-01;Томская область;54.40
2019-05-01;Тульская область;45.10
2019-05-01;Тюменская область;56.00
2019-05-01;Удмуртская Республика;51.70
2019-05-01;Ульяновская область;42.00
2019-05-01;Хабаровский край;51.80
2019-05-01;Ханты-Мансийский АО - Югра;50.20
2019-05-01;Челябинская область;45.00
2019-05-01;Чеченская Республика;10.20
2019-05-01;Чувашская Республика;43.20
2019-05-01;Чукотский АО;53.10
2019-05-01;Ямало-Ненецкий АО;50.90
2019-05-01;Ярославская область;49.60
2019-06-01;Россия;47.70
2019-06-01;Адыгея;36.90
2019-06-01;Алтай;48.70
2019-06-01;Алтайский край;46.10
2019-06-01;Амурская область;47.80
2019-06-01;Архангельская область;54.90
2019-06-01;Астраханская область;43.00
2019-06-01;Белгородская область;43.50
2019-06-01;Брянская область;37.80
2019-06-01;Владимирская область;43.90
2019-06-01;Волгоградская область;45.10
2019-06-01;Вологодская область;52.30
2019-06-01;Воронежская область;46.70
2019-06-01;Еврейская автономная область;50.10
2019-06-01;Забайкальский край;49.00
2019-06-01;Ивановская область;40.00
2019-06-01;Иркутская область;51.10
2019-06-01;Кабардино-Балкарская Республика;22.40
2019-06-01;Калининградская область;51.90
2019-06-01;Калужская область;43.90
2019-06-01;Камчатский край;53.50
2019-06-01;Кемеровская область;48.80
2019-06-01;Кировская область;51.60
2019-06-01;Костромская область;44.90
2019-06-01;Краснодарский край;43.00
2019-06-01;Красноярский край;47.00
2019-06-01;Курганская область;47.40
2019-06-01;Курская область;41.30
2019-06-01;Липецкая область;42.60
2019-06-01;Магаданская область;50.40
2019-06-01;Мордовия;38.70
2019-06-01;Москва;50.90
2019-06-01;Мурманская область;56.60
2019-06-01;Нижегородская область;48.00
2019-06-01;Новгородская область;51.90
2019-06-01;Новосибирская область;45.30
2019-06-01;Омская область;45.90
2019-06-01;Оренбургская область;42.90
2019-06-01;Орловская область;45.30
2019-06-01;Пензенская область;42.00
2019-06-01;Пермский край;51.80
2019-06-01;Приморский край;44.50
2019-06-01;Псковская область;48.30
2019-06-01;Республика Башкортостан;47.80
2019-06-01;Республика Бурятия;51.80
2019-06-01;Республика Дагестан;16.20
2019-06-01;Республика Ингушетия;13.40
2019-06-01;Республика Калмыкия;40.40
2019-06-01;Республика Карачаево-Черкессия;27.10
2019-06-01;Республика Карелия;57.80
2019-06-01;Республика Коми;56.00
2019-06-01;Республика Марий Эл;45.20
2019-06-01;Республика Саха (Якутия);51.30
2019-06-01;Республика Северная Осетия-Алания;25.80
2019-06-01;Республика Татарстан;46.20
2019-06-01;Республика Тыва;42.50
2019-06-01;Республика Хакасия;42.00
2019-06-01;Ростовская область;41.90
2019-06-01;Рязанская область;40.70
2019-06-01;Самарская область;47.50
2019-06-01;Санкт-Петербург;52.70
2019-06-01;Саратовская область;44.40
2019-06-01;Сахалинская область;52.60
2019-06-01;Свердловская область;50.90
2019-06-01;Смоленская область;41.90
2019-06-01;Ставропольский край;38.80
2019-06-01;Тамбовская область;37.70
2019-06-01;Тверская область;45.20
2019-06-01;Томская область;53.50
2019-06-01;Тульская область;44.50
2019-06-01;Тюменская область;54.60
2019-06-01;Удмуртская Республика;50.80
2019-06-01;Ульяновская область;40.90
2019-06-01;Хабаровский край;51.30
2019-06-01;Ханты-Мансийский АО - Югра;49.20
2019-06-01;Челябинская область;43.60
2019-06-01;Чеченская Республика;11.00
2019-06-01;Чувашская Республика;42.90
2019-06-01;Чукотский АО;52.50
2019-06-01;Ямало-Ненецкий АО;50.40
2019-06-01;Ярославская область;48.00
2019-07-01;Россия;48.10
2019-07-01;Адыгея;37.30
2019-07-01;Алтай;49.00
2019-07-01;Алтайский край;46.50
2019-07-01;Амурская область;48.50
2019-07-01;Архангельская область;55.50
2019-07-01;Астраханская область;41.50
2019-07-01;Белгородская область;44.20
2019-07-01;Брянская область;39.00
2019-07-01;Владимирская область;44.60
2019-07-01;Волгоградская область;45.40
2019-07-01;Вологодская область;52.10
2019-07-01;Воронежская область;46.60
2019-07-01;Еврейская автономная область;50.60
2019-07-01;Забайкальский край;48.90
2019-07-01;Ивановская область;41.00
2019-07-01;Иркутская область;51.40
2019-07-01;Кабардино-Балкарская Республика;23.40
2019-07-01;Калининградская область;52.10
2019-07-01;Калужская область;44.10
2019-07-01;Камчатский край;54.00
2019-07-01;Кемеровская область;49.00
2019-07-01;Кировская область;51.80
2019-07-01;Костромская область;45.90
2019-07-01;Краснодарский край;43.40
2019-07-01;Красноярский край;47.60
2019-07-01;Курганская область;48.80
2019-07-01;Курская область;42.20
2019-07-01;Липецкая область;43.00
2019-07-01;Магаданская область;50.50
2019-07-01;Мордовия;39.00
2019-07-01;Москва;51.40
2019-07-01;Мурманская область;56.70
2019-07-01;Нижегородская область;48.70
2019-07-01;Новгородская область;52.70
2019-07-01;Новосибирская область;46.10
2019-07-01;Омская область;46.60
2019-07-01;Оренбургская область;43.70
2019-07-01;Орловская область;46.00
2019-07-01;Пензенская область;43.10
2019-07-01;Пермский край;51.80
2019-07-01;Приморский край;45.10
2019-07-01;Псковская область;49.20
2019-07-01;Республика Башкортостан;48.70
2019-07-01;Республика Бурятия;52.20
2019-07-01;Республика Дагестан;17.50
2019-07-01;Республика Ингушетия;12.70
2019-07-01;Республика Калмыкия;40.90
2019-07-01;Республика Карачаево-Черкессия;27.10
2019-07-01;Республика Карелия;57.50
2019-07-01;Республика Коми;56.30
2019-07-01;Республика Марий Эл;45.80
2019-07-01;Республика Саха (Якутия);51.80
2019-07-01;Республика Северная Осетия-Алания;27.30
2019-07-01;Республика Татарстан;46.30
2019-07-01;Республика Тыва;42.90
2019-07-01;Республика Хакасия;43.30
2019-07-01;Ростовская область;41.90
2019-07-01;Рязанская область;42.60
2019-07-01;Самарская область;48.30
2019-07-01;Санкт-Петербург;53.00
2019-07-01;Саратовская область;45.00
2019-07-01;Сахалинская область;52.90
2019-07-01;Свердловская область;51.40
2019-07-01;Смоленская область;42.80
2019-07-01;Ставропольский край;38.90
2019-07-01;Тамбовская область;39.00
2019-07-01;Тверская область;46.10
2019-07-01;Томская область;53.70
2019-07-01;Тульская область;45.40
2019-07-01;Тюменская область;54.70
2019-07-01;Удмуртская Республика;51.50
2019-07-01;Ульяновская область;42.10
2019-07-01;Хабаровский край;51.50
2019-07-01;Ханты-Мансийский АО - Югра;49.40
2019-07-01;Челябинская область;44.40
2019-07-01;Чеченская Республика;12.20
2019-07-01;Чувашская Республика;43.00
2019-07-01;Чукотский АО;54.10
2019-07-01;Ямало-Ненецкий АО;50.70
2019-07-01;Ярославская область;47.90
2019-08-01;Россия;48.40
2019-08-01;Адыгея;38.10
2019-08-01;Алтай;48.70
2019-08-01;Алтайский край;46.20
2019-08-01;Амурская область;48.40
2019-08-01;Архангельская область;55.90
2019-08-01;Астраханская область;42.10
2019-08-01;Белгородская область;45.70
2019-08-01;Брянская область;39.20
2019-08-01;Владимирская область;44.90
2019-08-01;Волгоградская область;45.40
2019-08-01;Вологодская область;52.40
2019-08-01;Воронежская область;47.00
2019-08-01;Еврейская автономная область;50.30
2019-08-01;Забайкальский край;49.00
2019-08-01;Ивановская область;41.20
2019-08-01;Иркутская область;51.50
2019-08-01;Кабардино-Балкарская Республика;22.90
2019-08-01;Калининградская область;52.60
2019-08-01;Калужская область;45.00
2019-08-01;Камчатский край;53.50
2019-08-01;Кемеровская область;49.70
2019-08-01;Кировская область;52.10
2019-08-01;Костромская область;46.50
2019-08-01;Краснодарский край;43.70
2019-08-01;Красноярский край;47.60
2019-08-01;Курганская область;48.00
2019-08-01;Курская область;41.90
2019-08-01;Липецкая область;42.90
2019-08-01;Магаданская область;51.20
2019-08-01;Мордовия;39.10
2019-08-01;Москва;51.70
2019-08-01;Мурманская область;57.60
2019-08-01;Нижегородская область;48.90
2019-08-01;Новгородская область;52.30
2019-08-01;Новосибирская область;45.50
2019-08-01;Омская область;46.70
2019-08-01;Оренбургская область;43.20
2019-08-01;Орловская область;46.50
2019-08-01;Пензенская область;43.50
2019-08-01;Пермский край;51.90
2019-08-01;Приморский край;45.20
2019-08-01;Псковская область;49.40
2019-08-01;Республика Башкортостан;49.00
2019-08-01;Республика Бурятия;51.50
2019-08-01;Республика Дагестан;18.30
2019-08-01;Республика Ингушетия;12.10
2019-08-01;Республика Калмыкия;40.50
2019-08-01;Республика Карачаево-Черкессия;27.20
2019-08-01;Республика Карелия;58.00
2019-08-01;Республика Коми;56.80
2019-08-01;Республика Марий Эл;45.90
2019-08-01;Республика Саха (Якутия);52.70
2019-08-01;Республика Северная Осетия-Алания;27.20
2019-08-01;Республика Татарстан;47.10
2019-08-01;Республика Тыва;41.70
2019-08-01;Республика Хакасия;44.10
2019-08-01;Ростовская область;42.20
2019-08-01;Рязанская область;41.60
2019-08-01;Самарская область;49.00
2019-08-01;Санкт-Петербург;53.60
2019-08-01;Саратовская область;45.60
2019-08-01;Сахалинская область;53.50
2019-08-01;Свердловская область;51.10
2019-08-01;Смоленская область;43.90
2019-08-01;Ставропольский край;38.80
2019-08-01;Тамбовская область;39.10
2019-08-01;Тверская область;46.30
2019-08-01;Томская область;53.30
2019-08-01;Тульская область;44.70
2019-08-01;Тюменская область;54.70
2019-08-01;Удмуртская Республика;52.40
2019-08-01;Ульяновская область;42.60
2019-08-01;Хабаровский край;52.20
2019-08-01;Ханты-Мансийский АО - Югра;49.70
2019-08-01;Челябинская область;44.30
2019-08-01;Чеченская Республика;12.70
2019-08-01;Чувашская Республика;43.60
2019-08-01;Чукотский АО;53.60
2019-08-01;Ямало-Ненецкий АО;50.90
2019-08-01;Ярославская область;48.40
2019-09-01;Россия;49.60
2019-09-01;Адыгея;39.20
2019-09-01;Алтай;49.70
2019-09-01;Алтайский край;46.90
2019-09-01;Амурская область;49.90
2019-09-01;Архангельская область;56.50
2019-09-01;Астраханская область;43.60
2019-09-01;Белгородская область;46.70
2019-09-01;Брянская область;40.70
2019-09-01;Владимирская область;46.40
2019-09-01;Волгоградская область;46.60
2019-09-01;Вологодская область;53.40
2019-09-01;Воронежская область;49.10
2019-09-01;Еврейская автономная область;51.40
2019-09-01;Забайкальский край;49.70
2019-09-01;Ивановская область;42.80
2019-09-01;Иркутская область;52.40
2019-09-01;Кабардино-Балкарская Республика;24.70
2019-09-01;Калининградская область;53.40
2019-09-01;Калужская область;46.50
2019-09-01;Камчатский край;54.10
2019-09-01;Кемеровская область;50.70
2019-09-01;Кировская область;53.30
2019-09-01;Костромская область;47.70
2019-09-01;Краснодарский край;45.50
2019-09-01;Красноярский край;48.60
2019-09-01;Курганская область;50.80
2019-09-01;Курская область;43.50
2019-09-01;Липецкая область;44.30
2019-09-01;Магаданская область;52.00
2019-09-01;Мордовия;40.80
2019-09-01;Москва;52.90
2019-09-01;Мурманская область;58.80
2019-09-01;Нижегородская область;50.60
2019-09-01;Новгородская область;53.50
2019-09-01;Новосибирская область;46.70
2019-09-01;Омская область;47.50
2019-09-01;Оренбургская область;44.50
2019-09-01;Орловская область;47.90
2019-09-01;Пензенская область;44.80
2019-09-01;Пермский край;53.30
2019-09-01;Приморский край;46.30
2019-09-01;Псковская область;50.00
2019-09-01;Республика Башкортостан;50.30
2019-09-01;Республика Бурятия;51.70
2019-09-01;Республика Дагестан;19.60
2019-09-01;Республика Ингушетия;13.80
2019-09-01;Республика Калмыкия;42.20
2019-09-01;Республика Карачаево-Черкессия;27.70
2019-09-01;Республика Карелия;58.70
2019-09-01;Республика Коми;57.80
2019-09-01;Республика Марий Эл;47.70
2019-09-01;Республика Саха (Якутия);53.30
2019-09-01;Республика Северная Осетия-Алания;28.50
2019-09-01;Республика Татарстан;48.30
2019-09-01;Республика Тыва;43.90
2019-09-01;Республика Хакасия;45.60
2019-09-01;Ростовская область;44.10
2019-09-01;Рязанская область;43.10
2019-09-01;Самарская область;50.50
2019-09-01;Санкт-Петербург;54.70
2019-09-01;Саратовская область;46.70
2019-09-01;Сахалинская область;54.40
2019-09-01;Свердловская область;52.30
2019-09-01;Смоленская область;45.70
2019-09-01;Ставропольский край;40.90
2019-09-01;Тамбовская область;41.50
2019-09-01;Тверская область;48.10
2019-09-01;Томская область;54.50
2019-09-01;Тульская область;46.00
2019-09-01;Тюменская область;56.00
2019-09-01;Удмуртская Республика;53.10
2019-09-01;Ульяновская область;43.90
2019-09-01;Хабаровский край;52.90
2019-09-01;Ханты-Мансийский АО - Югра;51.00
2019-09-01;Челябинская область;45.90
2019-09-01;Чеченская Республика;14.00
2019-09-01;Чувашская Республика;44.70
2019-09-01;Чукотский АО;54.70
2019-09-01;Ямало-Ненецкий АО;51.60
2019-09-01;Ярославская область;49.60
2019-10-01;Россия;49.40
2019-10-01;Адыгея;38.60
2019-10-01;Алтай;50.10
2019-10-01;Алтайский край;47.40
2019-10-01;Амурская область;49.20
2019-10-01;Архангельская область;56.20
2019-10-01;Астраханская область;43.50
2019-10-01;Белгородская область;46.50
2019-10-01;Брянская область;40.70
2019-10-01;Владимирская область;46.00
2019-10-01;Волгоградская область;46.40
2019-10-01;Вологодская область;54.00
2019-10-01;Воронежская область;47.80
2019-10-01;Еврейская автономная область;51.10
2019-10-01;Забайкальский край;49.40
2019-10-01;Ивановская область;42.20
2019-10-01;Иркутская область;52.10
2019-10-01;Кабардино-Балкарская Республика;23.70
2019-10-01;Калининградская область;53.60
2019-10-01;Калужская область;45.80
2019-10-01;Камчатский край;54.70
2019-10-01;Кемеровская область;50.90
2019-10-01;Кировская область;53.60
2019-10-01;Костромская область;47.10
2019-10-01;Краснодарский край;45.10
2019-10-01;Красноярский край;48.90
2019-10-01;Курганская область;49.50
2019-10-01;Курская область;42.90
2019-10-01;Липецкая область;44.10
2019-10-01;Магаданская область;52.50
2019-10-01;Мордовия;40.50
2019-10-01;Москва;52.50
2019-10-01;Мурманская область;59.40
2019-10-01;Ненецкий АО;64.60
2019-10-01;Нижегородская область;50.60
2019-10-01;Новгородская область;53.70
2019-10-01;Новосибирская область;46.70
2019-10-01;Омская область;47.60
2019-10-01;Оренбургская область;44.50
2019-10-01;Орловская область;47.40
2019-10-01;Пензенская область;44.40
2019-10-01;Пермский край;53.10
2019-10-01;Приморский край;45.70
2019-10-01;Псковская область;49.80
2019-10-01;Республика Башкортостан;50.60
2019-10-01;Республика Бурятия;51.20
2019-10-01;Республика Дагестан;18.10
2019-10-01;Республика Ингушетия;13.00
2019-10-01;Республика Калмыкия;41.80
2019-10-01;Республика Карачаево-Черкессия;26.50
2019-10-01;Республика Карелия;58.80
2019-10-01;Республика Коми;58.30
2019-10-01;Республика Марий Эл;47.90
2019-10-01;Республика Саха (Якутия);53.10
2019-10-01;Республика Северная Осетия-Алания;28.10
2019-10-01;Республика Татарстан;48.40
2019-10-01;Республика Тыва;43.60
2019-10-01;Республика Хакасия;45.20
2019-10-01;Ростовская область;43.80
2019-10-01;Рязанская область;42.70
2019-10-01;Самарская область;50.30
2019-10-01;Санкт-Петербург;54.80
2019-10-01;Саратовская область;46.20
2019-10-01;Сахалинская область;53.90
2019-10-01;Свердловская область;52.40
2019-10-01;Смоленская область;44.50
2019-10-01;Ставропольский край;40.30
2019-10-01;Тамбовская область;40.70
2019-10-01;Тверская область;47.60
2019-10-01;Томская область;55.30
2019-10-01;Тульская область;46.70
2019-10-01;Тюменская область;55.50
2019-10-01;Удмуртская Республика;52.60
2019-10-01;Ульяновская область;43.40
2019-10-01;Хабаровский край;52.50
2019-10-01;Ханты-Мансийский АО - Югра;51.50
2019-10-01;Челябинская область;45.70
2019-10-01;Чеченская Республика;12.30
2019-10-01;Чувашская Республика;44.90
2019-10-01;Чукотский АО;54.50
2019-10-01;Ямало-Ненецкий АО;52.40
2019-10-01;Ярославская область;49.10
2019-11-01;Россия;51.70
2019-11-01;Адыгея;40.80
2019-11-01;Алтай;51.40
2019-11-01;Алтайский край;49.80
2019-11-01;Амурская область;51.10
2019-11-01;Архангельская область;58.90
2019-11-01;Астраханская область;45.90
2019-11-01;Белгородская область;48.70
2019-11-01;Брянская область;43.00
2019-11-01;Владимирская область;48.80
2019-11-01;Волгоградская область;49.00
2019-11-01;Вологодская область;56.40
2019-11-01;Воронежская область;50.70
2019-11-01;Еврейская автономная область;53.60
2019-11-01;Забайкальский край;50.40
2019-11-01;Ивановская область;44.10
2019-11-01;Иркутская область;53.20
2019-11-01;Кабардино-Балкарская Республика;25.90
2019-11-01;Калининградская область;55.70
2019-11-01;Калужская область;48.20
2019-11-01;Камчатский край;59.00
2019-11-01;Кемеровская область;52.50
2019-11-01;Кировская область;55.70
2019-11-01;Костромская область;49.90
2019-11-01;Краснодарский край;47.70
2019-11-01;Красноярский край;51.10
2019-11-01;Курганская область;51.30
2019-11-01;Курская область;45.60
2019-11-01;Липецкая область;47.00
2019-11-01;Магаданская область;54.20
2019-11-01;Мордовия;43.10
2019-11-01;Москва;54.90
2019-11-01;Мурманская область;61.40
2019-11-01;Ненецкий АО;67.60
2019-11-01;Нижегородская область;53.00
2019-11-01;Новгородская область;55.60
2019-11-01;Новосибирская область;49.00
2019-11-01;Омская область;49.50
2019-11-01;Оренбургская область;46.20
2019-11-01;Орловская область;49.60
2019-11-01;Пензенская область;47.60
2019-11-01;Пермский край;55.50
2019-11-01;Приморский край;48.20
2019-11-01;Псковская область;51.70
2019-11-01;Республика Башкортостан;52.80
2019-11-01;Республика Бурятия;52.60
2019-11-01;Республика Дагестан;19.70
2019-11-01;Республика Ингушетия;13.10
2019-11-01;Республика Калмыкия;44.10
2019-11-01;Республика Карачаево-Черкессия;28.10
2019-11-01;Республика Карелия;60.60
2019-11-01;Республика Коми;61.00
2019-11-01;Республика Марий Эл;49.90
2019-11-01;Республика Саха (Якутия);54.50
2019-11-01;Республика Северная Осетия-Алания;29.40
2019-11-01;Республика Татарстан;51.20
2019-11-01;Республика Тыва;45.00
2019-11-01;Республика Хакасия;46.50
2019-11-01;Ростовская область;47.10
2019-11-01;Рязанская область;45.00
2019-11-01;Самарская область;53.10
2019-11-01;Санкт-Петербург;56.80
2019-11-01;Саратовская область;48.50
2019-11-01;Сахалинская область;56.80
2019-11-01;Свердловская область;54.60
2019-11-01;Смоленская область;46.50
2019-11-01;Ставропольский край;43.00
2019-11-01;Тамбовская область;42.90
2019-11-01;Тверская область;50.00
2019-11-01;Томская область;57.90
2019-11-01;Тульская область;48.90
2019-11-01;Тюменская область;58.10
2019-11-01;Удмуртская Республика;54.40
2019-11-01;Ульяновская область;46.40
2019-11-01;Хабаровский край;55.20
2019-11-01;Ханты-Мансийский АО - Югра;53.90
2019-11-01;Челябинская область;48.00
2019-11-01;Чеченская Республика;12.70
2019-11-01;Чувашская Республика;47.30
2019-11-01;Чукотский АО;56.50
2019-11-01;Ямало-Ненецкий АО;54.80
2019-11-01;Ярославская область;51.90
2019-12-01;Россия;50.20
2019-12-01;Адыгея;40.20
2019-12-01;Алтай;49.30
2019-12-01;Алтайский край;49.00
2019-12-01;Амурская область;50.40
2019-12-01;Архангельская область;57.10
2019-12-01;Астраханская область;44.30
2019-12-01;Белгородская область;47.30
2019-12-01;Брянская область;41.50
2019-12-01;Владимирская область;46.90
2019-12-01;Волгоградская область;47.80
2019-12-01;Вологодская область;54.60
2019-12-01;Воронежская область;49.70
2019-12-01;Еврейская автономная область;52.00
2019-12-01;Забайкальский край;50.00
2019-12-01;Ивановская область;42.50
2019-12-01;Иркутская область;53.20
2019-12-01;Кабардино-Балкарская Республика;24.00
2019-12-01;Калининградская область;54.10
2019-12-01;Калужская область;46.30
2019-12-01;Камчатский край;56.80
2019-12-01;Кемеровская область;52.30
2019-12-01;Кировская область;53.80
2019-12-01;Костромская область;47.80
2019-12-01;Краснодарский край;46.40
2019-12-01;Красноярский край;50.00
2019-12-01;Курганская область;50.10
2019-12-01;Курская область;43.70
2019-12-01;Липецкая область;45.00
2019-12-01;Магаданская область;53.20
2019-12-01;Мордовия;41.50
2019-12-01;Москва;52.60
2019-12-01;Мурманская область;59.80
2019-12-01;Ненецкий АО;65.50
2019-12-01;Нижегородская область;51.30
2019-12-01;Новгородская область;54.60
2019-12-01;Новосибирская область;48.60
2019-12-01;Омская область;49.40
2019-12-01;Оренбургская область;45.60
2019-12-01;Орловская область;48.10
2019-12-01;Пензенская область;45.70
2019-12-01;Пермский край;53.80
2019-12-01;Приморский край;47.00
2019-12-01;Псковская область;49.50
2019-12-01;Республика Башкортостан;51.70
2019-12-01;Республика Бурятия;51.50
2019-12-01;Республика Дагестан;17.80
2019-12-01;Республика Ингушетия;11.30
2019-12-01;Республика Калмыкия;42.90
2019-12-01;Республика Карачаево-Черкессия;28.30
2019-12-01;Республика Карелия;58.90
2019-12-01;Республика Коми;59.40
2019-12-01;Республика Марий Эл;47.90
2019-12-01;Республика Саха (Якутия);54.80
2019-12-01;Республика Северная Осетия-Алания;27.70
2019-12-01;Республика Татарстан;49.70
2019-12-01;Республика Тыва;44.20
2019-12-01;Республика Хакасия;45.40
2019-12-01;Ростовская область;46.40
2019-12-01;Рязанская область;42.30
2019-12-01;Самарская область;52.40
2019-12-01;Санкт-Петербург;55.30
2019-12-01;Саратовская область;47.60
2019-12-01;Сахалинская область;55.00
2019-12-01;Свердловская область;53.60
2019-12-01;Смоленская область;44.80
2019-12-01;Ставропольский край;41.50
2019-12-01;Тамбовская область;40.90
2019-12-01;Тверская область;47.70
2019-12-01;Томская область;56.20
2019-12-01;Тульская область;47.20
2019-12-01;Тюменская область;57.10
2019-12-01;Удмуртская Республика;53.60
2019-12-01;Ульяновская область;44.30
2019-12-01;Хабаровский край;54.40
2019-12-01;Ханты-Мансийский АО - Югра;53.00
2019-12-01;Челябинская область;46.40
2019-12-01;Чеченская Республика;11.50
2019-12-01;Чувашская Республика;46.10
2019-12-01;Чукотский АО;55.90
2019-12-01;Ямало-Ненецкий АО;53.50
2019-12-01;Ярославская область;50.20
2020-01-01;Россия;54.80
2020-01-01;Адыгея;45.90
2020-01-01;Алтай;55.40
2020-01-01;Алтайский край;54.10
2020-01-01;Амурская область;54.30
2020-01-01;Архангельская область;61.40
2020-01-01;Астраханская область;50.10
2020-01-01;Белгородская область;53.20
2020-01-01;Брянская область;45.70
2020-01-01;Владимирская область;52.60
2020-01-01;Волгоградская область;54.10
2020-01-01;Вологодская область;58.80
2020-01-01;Воронежская область;55.50
2020-01-01;Еврейская автономная область;56.90
2020-01-01;Забайкальский край;54.50
2020-01-01;Ивановская область;47.90
